product_clean,meddra_pt,a,expected,prr,prr_lower,prr_upper,chi2,prr_signal,ror,ror_lower,ror_upper,ror_signal,ebgm,eb05,eb95,gps_signal,ic,ic025,ic975,bcpnn_signal,n_methods,validation_status,validation_note
PRESERVISION AREDS 2,Body Height Decreased,5,1.0740171990172,4.96003717472119,1.99718657989557,12.3183126815836,11.1268809379505,TRUE,5.43455111866327,2.26388965405949,13.0458416152946,TRUE,2.22136410758379,0.879425125911086,3.09305214539986,FALSE,1.80498031362337,0.969280564650053,2.64068006259669,TRUE,3,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
PRESERVISION AREDS 2,Diplopia,5,1.00792383292383,5.31432554434413,2.13447794277188,13.2313646467542,12.3173818881039,TRUE,5.81978330989993,2.41816142272769,14.0064585663535,TRUE,2.31296720464033,0.971028222967625,3.1846552424564,FALSE,1.86686806048049,1.03116831150717,2.70256780945381,TRUE,3,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
PRESERVISION AREDS 2,Drug Hypersensitivity,5,1.04097051597052,5.13107293936675,2.06355107051083,12.7585451532267,11.7021756163758,TRUE,5.62058204861943,2.33848688408476,13.5091382296237,TRUE,2.26643874242085,0.92449976074815,3.13812678023693,FALSE,1.83559236020449,0.999892611231171,2.67129210917781,TRUE,3,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
PRESERVISION AREDS 2,Drug Ineffective,5,1.22272727272727,4.31307580410538,1.74469447163848,10.6623957342452,8.94519953590258,TRUE,4.72990878325377,1.97965191058611,11.3009953811918,TRUE,2.034329335908,0.6923903542353,2.90601737372408,FALSE,1.67473729399087,0.839037545017545,2.51043704296419,TRUE,3,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
PRESERVISION AREDS 2,Glaucoma,5,0.991400491400491,5.41094964515039,2.1718018771834,13.4811450206149,12.6411990232689,TRUE,5.92476775841262,2.46006749328437,14.2690690751175,TRUE,2.33680653169833,0.994867550025626,3.2084945695144,FALSE,1.88276389664786,1.04706414767454,2.71846364562118,TRUE,3,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
PRESERVISION AREDS 2 FORMULA,Cerebrovascular Accident,5,1.63411138411138,3.07471445699502,1.30048897889188,7.26947259492316,5.11065083338837,TRUE,3.46766789495962,1.46799165969719,8.19127312495365,TRUE,1.61601799469715,0.274079013024451,2.48770603251323,FALSE,1.365796142985,0.530096394011676,2.20149589195832,TRUE,3,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",Vision Blurred,5,1.58517608517609,3.17643220670756,1.33464713064695,7.5598420976773,5.43167225013252,TRUE,3.55704686729487,1.51233940104188,8.36623208217392,TRUE,1.65987273879927,0.317933757126571,2.53156077661535,FALSE,1.39926239972334,0.563562650750022,2.23496214869666,TRUE,3,Confounding,"Confounding by indication: taken by AMD patients, reports AMD progression"
PREVAGEN EXTRA STRENGTH,Loss Of Consciousness,5,1.17874692874693,4.25792092170725,1.83921047153273,9.85743114022375,9.56678004551627,TRUE,4.97798773412896,2.06343949273382,12.0092505587877,TRUE,2.08716428894725,0.745225307274549,2.95885232676332,FALSE,1.71204685838034,0.876347109407017,2.54774660735366,TRUE,3,,
PROBIO 5,Diarrhoea,5,1.09608927108927,4.56733647657536,2.1852160089246,9.54622444877743,11.303334563742,TRUE,6.39178883765305,2.34308211422684,17.4364203017388,TRUE,2.19202430827028,0.850085326597575,3.06371234608635,FALSE,1.78489027324495,0.949190524271634,2.62059002221827,TRUE,3,,
PROTANDIM US,Hypertension,5,1.12424242424242,4.4708276797829,1.9119780501946,10.4542518886546,10.3083626899711,TRUE,5.15375685891964,2.15652674408156,12.3166614250237,TRUE,2.1554466945635,0.813507712890796,3.02713473237957,FALSE,1.75966464242534,0.92396489345202,2.59536439139866,TRUE,3,,
REUMOFAN PLUS,Death,5,1.6020475020475,3.12944286190879,1.34801622049226,7.26505547713334,5.38800853374638,TRUE,3.61473938974847,1.50444592129241,8.68515157033648,TRUE,1.64460190003854,0.30266291836584,2.51628993785462,FALSE,1.38763634696136,0.551936597988041,2.22333609593468,TRUE,3,,
SHAKEOLOGY CHOCOLATE,Vomiting,5,1.33931203931204,3.7370258105998,1.77307975894936,7.87633034475804,8.06159794835171,TRUE,5.07292097166736,1.88110383721064,13.6805457921676,TRUE,1.90297178509613,0.561032803423427,2.7746598229122,FALSE,1.58026536489095,0.744565615917625,2.41596511386427,TRUE,3,,
SHAKEOLOGY CHOCOLATE BAG 30 SERVING,Diarrhoea,5,1.22504095004095,4.08639681264229,1.92415680668152,8.67841895857349,9.36213971763362,TRUE,5.50992153787949,2.06339066136983,14.7132755430005,TRUE,2.03160270191372,0.689663720241014,2.90329073972979,FALSE,1.672801008793,0.837101259819676,2.50850075776632,TRUE,3,,
SUPER BETA PROSTATE,Haemoptysis,5,1.80835380835381,2.88260869565217,1.16810050937588,7.11362834409624,4.10576538557229,TRUE,3.15782610397863,1.32600253519935,7.52024633306578,TRUE,1.46987379068613,0.127934809013427,2.3415618285022,FALSE,1.25256725148349,0.416867502510169,2.08826700045681,TRUE,3,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
SUPER BETA PROSTATE P3 ADVANCED,Renal Failure,5,1.75405405405405,2.87705131544673,1.20087822260414,6.89280904250551,4.35168600839215,TRUE,3.1970152849936,1.36386980578654,7.49404869080472,TRUE,1.51384987758323,0.17191089591053,2.38553791539931,FALSE,1.28690950570895,0.451209756735626,2.12260925468227,TRUE,3,Validated,"FDA warning letters, urologic symptoms consistent with beta-sitosterol effects"
SUPER BETA VIRILITY BOOST,Renal Failure,5,1.07997542997543,4.6817368896752,1.96530014066161,11.1528309852798,10.942859833824,TRUE,5.26473805881858,2.23234271264499,12.4163134410181,TRUE,2.21338501683299,0.871446035160284,3.08507305464906,FALSE,1.79952949525278,0.963829746279458,2.6352292442261,TRUE,3,,
TRUVY ALTER,Vomiting,5,1.11609336609337,4.48470653072472,2.19086839651883,9.18019206387875,11.0878973019792,TRUE,6.52275992364159,2.32350148898616,18.311327633377,TRUE,2.16593922460762,0.824000242934913,3.03762726242369,FALSE,1.76692106973766,0.931221320764335,2.60262081871098,TRUE,3,,
VITAMIN B6,Fatigue,5,1.24119574119574,4.0371412027463,1.79086501549611,9.10091433462773,8.87704866418374,TRUE,4.91436502099594,1.97963877822986,12.1996920979612,TRUE,2.01270679035123,0.670767808678531,2.88439482816731,FALSE,1.6593532220936,0.823653473120275,2.49505297106692,TRUE,3,Stimulated reporting,Well-known toxicity; 2023-2024 reporting spike driven by TGA/EFSA actions (Weber effect)
WOMENS BALANCE HAIR GROWTH NUTRACEUTICAL,Diarrhoea,5,1.28951678951679,3.88199745547074,1.81573887449799,8.2995988332561,8.54745213364823,TRUE,5.154329884745,1.94717084448176,13.6439576609654,TRUE,1.95762042383982,0.615681442167118,2.82930846165589,FALSE,1.61986153923674,0.78416179026342,2.45556128821006,TRUE,3,,
ZANTREX 3,Nausea,5,1.4487714987715,3.45432161657327,1.63903515785325,7.28009876637056,6.99120329035666,TRUE,4.6583895751093,1.727459519414,12.5621429559452,TRUE,1.78965913934639,0.44772015767369,2.66134717716247,FALSE,1.49686667987078,0.661166930897458,2.3325664288441,TRUE,3,,
5 HOUR ENERGY,Cerebrovascular Accident,4,0.966257166257166,4.15788576300085,1.60221148801364,10.7900949078815,6.74920893486923,TRUE,4.85820857821262,1.8628009267026,12.6702699419404,TRUE,2.05264421418842,0.50543680995804,3.00657113942975,FALSE,1.61778684207282,0.693876547698828,2.54169713644681,TRUE,3,,
5 HOUR ENERGY,Hyperhidrosis,4,1.07067977067977,3.75024990388312,1.44554563608254,9.72945716171934,5.60799379927588,TRUE,4.37538924247718,1.67814873809076,11.4078273210546,TRUE,1.90464154024824,0.357434136017864,2.85856846548957,FALSE,1.51853592669468,0.594625632320686,2.44244622106867,TRUE,3,,
5-HOUR ENERGY BERRY,Dyspnoea,4,1.14561834561835,3.49441740624105,1.49460268951602,8.17003280851485,5.21340510987828,TRUE,4.67134392443109,1.58945694659881,13.72887394466,TRUE,1.80706948576291,0.259862081532533,2.76099641100424,FALSE,1.45129521898051,0.527384924606524,2.3752055133545,TRUE,3,,
ADVOCARE OMEGAPLEX,Abdominal Pain,4,0.803398853398853,4.98819802789557,2.04446742204531,12.170465176994,9.38313896742759,TRUE,6.38637749915283,2.28872234021542,17.8203431866911,TRUE,2.31884095062349,0.771633546393108,3.27276787586481,FALSE,1.78764637051493,0.863736076140944,2.71155666488892,TRUE,3,,
ADVOCARE OMEGAPLEX,Blood Pressure Increased,4,0.916891891891892,4.36948689834187,1.79116301764048,10.6592284268642,7.58296827380448,TRUE,5.56583087609586,1.9949299616246,15.5286019746148,TRUE,2.12827479783862,0.581067393608242,3.08220172307995,FALSE,1.66719531586203,0.743285021488042,2.59110561023602,TRUE,3,,
AG1 WHOLE FOOD POUCH 360G NON SPECIFIC,Nephrolithiasis,4,1.13603603603604,3.53876869464208,1.35083237901351,9.27049430316739,4.98734426038286,TRUE,4.07846429528876,1.57804641782933,10.5407995734535,TRUE,1.81918408578532,0.271976681554945,2.77311101102665,FALSE,1.45972047538887,0.535810181014876,2.38363076976286,TRUE,3,Emerging,Hepatic enzyme signals emerging 2024; pre-regulatory detection
AGELESS MALE,Myocardial Infarction,4,0.704832104832105,5.70353051204115,2.21771689057235,14.6683557491367,11.2491484803076,TRUE,6.78164995420708,2.5735799984084,17.8703503018516,TRUE,2.50759966665119,0.960392262420808,3.46152659189251,FALSE,1.90109288270682,0.977182588332833,2.82500317708081,TRUE,3,,
ALPHA BRAIN,Vomiting,4,0.744062244062244,5.38071625344353,2.51701025327133,11.5025782522906,11.0305723391065,TRUE,8.61937855561324,2.58979581403177,28.6870826968036,TRUE,2.42948953205118,0.882282127820798,3.3834164572925,FALSE,1.85486633192763,0.930956037553642,2.77877662630162,TRUE,3,,
ARBONNE ESSENTIALS DAILY FIBER BOOST,Urticaria,4,1.1999180999181,3.34091064703869,1.30767300412983,8.53553137232792,4.5313045645196,TRUE,3.96065004514202,1.49656783796807,10.4818160474315,TRUE,1.74027776188586,0.193070357655481,2.69420468712719,FALSE,1.40445976077833,0.48054946640434,2.32837005515232,TRUE,3,,
ARBONNE ESSENTIALS ENERGY FIZZ STICKS - CITRUS,Rash,4,0.698976248976249,5.7370864429688,2.32541816977814,14.1540825997917,11.5408468037846,TRUE,7.25551737304315,2.6330278768919,19.9931541980754,TRUE,2.51963054327914,0.972423139048763,3.47355746852047,FALSE,1.90812192135871,0.984211626984717,2.8320322157327,TRUE,3,,
ARBONNE ESSENTIALS HERBAL DETOX TEA,Swelling,4,0.702641277641278,5.71533979445437,2.24735460749031,14.5349153432229,11.3405645021378,TRUE,6.90579484103179,2.59126533022746,18.4041370947664,TRUE,2.51208899100478,0.964881586774399,3.46601591624611,FALSE,1.90371862006213,0.979808325688137,2.82762891443612,TRUE,3,,
ARBONNE ESSENTIALS PROTEIN SHAKE MIX - VANILLA,Urticaria,4,1.01732186732187,3.94112658994549,1.55503327338064,9.9885186149154,6.22598995821641,TRUE,4.74232169878777,1.77567188779925,12.6654114700587,TRUE,1.97837042135506,0.431163017124679,2.93229734659639,FALSE,1.5683978465535,0.644487552179507,2.49230814092749,TRUE,3,,
ARTRI AJO KING,Death,4,0.826863226863227,4.84976152623211,1.935957885216,12.1491211358128,8.87693008367472,TRUE,5.96581142964682,2.20393921438061,16.1487693407675,TRUE,2.27732448091396,0.730117076683584,3.23125140615529,FALSE,1.7619053361568,0.837995041782807,2.68581563053079,TRUE,3,,
BELLYTRIM XP,Abdominal Pain,4,0.768468468468469,5.21504112808461,2.14657968707467,12.6697621017169,10.0652232929422,TRUE,6.73172996785332,2.40003443334138,18.881474253269,TRUE,2.38294591962627,0.835738515395896,3.3368728448676,FALSE,1.82683734404248,0.902927049668494,2.75074763841647,TRUE,3,,
BELLYTRIM XP,Abdominal Pain Upper,4,0.913063063063063,4.38754325259516,1.80633505547401,10.6572342351744,7.6502523900547,TRUE,5.62524793140064,2.00589275206604,15.7752273929575,TRUE,2.13430987973394,0.58710247550356,3.08823680497527,FALSE,1.67109914883618,0.747188854462188,2.59500944321017,TRUE,3,,
BENEFIBER STICK PACKS (WHEAT DEXTRIN) POWDER,Constipation,4,0.732145782145782,5.48244677863282,2.16495132775551,13.8835558542108,10.677660371733,TRUE,6.65954782608696,2.488208820929,17.8238968027535,TRUE,2.45277209708547,0.905564692855091,3.4066990223268,FALSE,1.86875204188981,0.944841747515823,2.7926623362638,TRUE,3,Confounding,"Confounding by indication: taken for bowel conditions, reports bowel symptoms"
BENEFIBER W WHEAT DEXTRIN (NCH) (WHEAT DEXTRIN) POWDER,Atrial Fibrillation,4,1.09400081900082,3.68018128599755,1.39814177543605,9.68695345190053,5.35357416193273,TRUE,4.22200358563995,1.63872872234061,10.8775259956978,TRUE,1.87356369963752,0.326356295407137,2.82749062487884,FALSE,1.49727263085413,0.573362336480141,2.42118292522812,TRUE,3,Confounding,"Confounding by indication: taken for bowel conditions, reports bowel symptoms"
BENEFIBER W WHEAT DEXTRIN (NCH) (WHEAT DEXTRIN) POWDER,Diverticulitis,4,0.701719901719902,5.76648124038348,2.18522554317672,15.2168758961854,11.2524363760303,TRUE,6.63330518339306,2.56803152825773,17.134033274849,TRUE,2.51398120557297,0.966773801342595,3.4679081308143,FALSE,1.90482433125813,0.980914036884143,2.82873462563212,TRUE,3,Confounding,"Confounding by indication: taken for bowel conditions, reports bowel symptoms"
BENEFIBER WITH WHEAT DEXTRIN (NCH) (WHEAT DEXTRIN) POWDER,Blood Glucose Increased,4,0.998976248976249,4.03369623711554,1.53178979400936,10.6220222885364,6.32996220753448,TRUE,4.63080461973451,1.79661557168394,11.9359710358377,TRUE,2.00461624489984,0.457408840669464,2.95854317014117,FALSE,1.58594747723302,0.662037182859032,2.50985777160701,TRUE,3,Confounding,"Confounding by indication: taken for bowel conditions, reports bowel symptoms"
BENEFIBER WITH WHEAT DEXTRIN (NCH) (WHEAT DEXTRIN) POWDER,Fall,4,1.04283374283374,3.86245441572856,1.46706530014497,10.1689775581951,5.85512407705476,TRUE,4.43279335505484,1.72015702893931,11.4231762554462,TRUE,1.94264823619539,0.395440831965016,2.89657516143672,FALSE,1.54434239728641,0.62043210291242,2.4682526916604,TRUE,3,Confounding,"Confounding by indication: taken for bowel conditions, reports bowel symptoms"
BENEFIBER WITH WHEAT DEXTRIN (NCH) (WHEAT DEXTRIN) POWDER,Flatulence,4,1.18171580671581,3.40474152238858,1.29393106390035,8.95895087280298,4.60483457083978,TRUE,3.90342679127726,1.51559250598706,10.0533228124784,TRUE,1.76232482320172,0.215117418971346,2.71625174844305,FALSE,1.41999107639809,0.496080782024096,2.34390137077208,TRUE,3,Confounding,"Confounding by indication: taken for bowel conditions, reports bowel symptoms"
BENEFIBER WITH WHEAT DEXTRIN (NCH)(WHEAT DEXTRIN) POWDER,Diarrhoea,4,0.709234234234234,5.64578696343402,2.58160026662852,12.3469581439535,11.7408597537639,TRUE,8.71425846447306,2.70657515275819,28.0569710056836,TRUE,2.49862107917648,0.951413674946103,3.45254800441781,FALSE,1.89583127311924,0.971920978745254,2.81974156749323,TRUE,3,Confounding,"Confounding by indication: taken for bowel conditions, reports bowel symptoms"
BIO CLEANSE,Diarrhoea,4,1.16056511056511,3.44970853206147,1.45259280474707,8.19258426538182,5.04263455528621,TRUE,4.50668442602733,1.56407285007183,12.9854594144157,TRUE,1.78837356415057,0.241166159920196,2.7423004893919,FALSE,1.43825070958767,0.514340415213678,2.36216100396166,TRUE,3,,
BURN,Blood Pressure Increased,4,0.956756756756757,4.18733916623778,1.709825912276,10.2547336352911,7.04458418098721,TRUE,5.2942139840745,1.90650360728592,14.7016253219008,TRUE,2.06689463042398,0.519687226193601,3.02082155566531,FALSE,1.62716499920612,0.70325470483213,2.55107529358011,TRUE,3,,
BURN,Heart Rate Increased,4,0.738083538083538,5.43124165554072,2.21702460844641,13.3053939990102,10.6682890231978,TRUE,6.93159012671208,2.49542428173259,19.2540170569203,TRUE,2.44112385170635,0.893916447475968,3.39505077694767,FALSE,1.86181633962617,0.937906045252179,2.78572663400016,TRUE,3,,
CALCIUM,Vomiting,4,1.26490581490582,3.16467347269486,1.34244608971542,7.4603801713197,4.26839140158249,TRUE,4.14942845338108,1.42695974931284,12.0660421557229,TRUE,1.66420293602916,0.116995531798784,2.61812986127049,FALSE,1.35033380604439,0.426423511670397,2.27424410041838,TRUE,3,,
"CALTRATE 600 + D PLUS MINERAL (CALCIUM CARBONATE, MULTIMINERAL, VITAMIN D) TABLET",Dysphagia,4,0.836425061425062,4.78856386239364,2.03065315223082,11.2921026611717,8.92412196064062,TRUE,6.44919080363965,2.21727064149648,18.7582251996441,TRUE,2.26074310073967,0.71353569650929,3.214670025981,FALSE,1.7515460591412,0.827635764767206,2.67545635351519,TRUE,3,,
CALTRATE PLUS CALCIUM CARBONATE VITAMIN D ZINC TABLET,Choking,4,0.997870597870598,4.01051248357425,2.00482338171721,8.02275678126224,7.16929257419605,TRUE,7.02053050833539,1.90008062492471,25.9398722201175,TRUE,2.00621338386393,0.459005979633554,2.96014030910526,FALSE,1.58701200773522,0.663101713361235,2.51092230210921,TRUE,3,,
CATALYST,Diarrhoea,4,0.967137592137592,4.13990461049285,1.78741471753537,9.58860303422603,7.09272836445723,TRUE,5.68271443677303,1.90979315950062,16.9092884270005,TRUE,2.0513306927386,0.504123288508226,3.00525761797993,FALSE,1.61692082423729,0.693010529863305,2.54083111861128,TRUE,3,,
CATALYST,Vomiting,4,1.11609336609337,3.58677685950413,1.54875082562969,8.30667401558522,5.50289131700156,TRUE,4.87128374939372,1.6372169792974,14.4937449752633,TRUE,1.8447279116485,0.297520507418122,2.79865483688983,FALSE,1.47741445254267,0.553504158168681,2.40132474691666,TRUE,3,,
CATALYST BOTTLE,Headache,4,1.26433251433251,3.16737501216624,1.28476994652352,7.80860767707212,4.15751751030775,TRUE,3.9168037107316,1.42232882238632,10.7860791871333,TRUE,1.66485680450788,0.117649400277498,2.6187837297492,FALSE,1.35080251788765,0.426892223513665,2.27471281226164,TRUE,3,,
CELL ACTIVATOR,Fatigue,4,0.78018018018018,5.13657407407407,2.11432205871981,12.478890389303,9.8347203742793,TRUE,6.6268128122337,2.36266760146755,18.5868922150147,TRUE,2.36113339500883,0.813925990778451,3.31506032025016,FALSE,1.813578123437,0.889667829063011,2.73748841781099,TRUE,3,,
"CENTRUM MULTIMINERALS, MULTIVITAMINS",Choking,4,1.12260442260442,3.56482698204117,1.71650228056139,7.4034223873752,5.75328706071156,TRUE,5.74393603440167,1.65201813558459,19.9712100349449,TRUE,1.83633831391975,0.289130909689377,2.79026523916108,FALSE,1.47161367568266,0.547703381308674,2.39552397005665,TRUE,3,,
CENTRUM SILVER ADULTS 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,Choking,4,0.748402948402949,5.34756898817346,3.03542334440419,9.4209244769736,11.5597220579244,TRUE,12.6375461936438,2.69223119510487,59.3216415019879,TRUE,2.42110109901627,0.873893694785893,3.3750280242576,FALSE,1.84984133179821,0.925931037424219,2.7737516261722,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER ADULTS 50+,Oropharyngeal Pain,4,1.00174037674038,4.01647955505201,1.53324916069052,10.521517591365,6.30912790609042,TRUE,4.63770972549397,1.79287198068389,11.9965907938039,TRUE,2.00063111591412,0.453423711683746,2.95455804115545,FALSE,1.5832895824412,0.659379288067212,2.50719987681519,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS)",Choking,4,1.12260442260442,3.56482698204117,1.71650228056139,7.4034223873752,5.75328706071156,TRUE,5.74393603440167,1.65201813558459,19.9712100349449,TRUE,1.83633831391975,0.289130909689377,2.79026523916108,FALSE,1.47161367568266,0.547703381308674,2.39552397005665,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER ADULTS 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Oropharyngeal Pain,4,1.15990990990991,3.46771037181996,1.3199833402883,9.10997499423085,4.78215812710301,TRUE,3.98327206641609,1.54468161243735,10.2716677840523,TRUE,1.78918805386846,0.241980649638078,2.74311497910978,FALSE,1.43882005869735,0.514909764323359,2.36273035307134,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER ADULTS 50+ MULTIMINERALS MULTIVITAMIN,Malaise,4,1.25995085995086,3.17926003126629,1.26984400145627,7.95979217511419,4.14850433320893,TRUE,3.85704884769883,1.42565441421228,10.4350855755984,TRUE,1.66986403992556,0.12265663569518,2.62379096516689,FALSE,1.35438985388367,0.430479559509682,2.27830014825766,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER ADULTS 50+ TABLET,Choking,4,0.873136773136773,4.58353669983105,2.41205717626189,8.70991321659162,9.03056133713348,TRUE,9.02660753880266,2.23230167541242,36.500283342983,TRUE,2.19879426670505,0.651586862474669,3.15272119194637,FALSE,1.71244966721836,0.788539372844369,2.63635996159235,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM SILVER MEN'S 50+ (MULTIMINERALS, MULTIVITAMINS) TABLET",Vision Blurred,4,1.03337428337428,3.89444244676176,1.48394502972131,10.2205146871161,5.95998134079486,TRUE,4.48556761195494,1.73678789924832,11.5847863807246,TRUE,1.95579058346888,0.408583179238505,2.90971750871021,FALSE,1.5532151121033,0.629304817729311,2.47712540647729,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER MULTIMINERALS MULTIVITAMINS TABLET,Hypertension,4,0.987510237510237,4.06712528663748,1.56968163859128,10.5381293190454,6.49971044134345,TRUE,4.75956536816553,1.82255959057062,12.4294769899667,TRUE,2.02126570613145,0.47405830190107,2.97519263137278,FALSE,1.59702540390951,0.673115109535523,2.5209356982835,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMEN'S 50 PLUS MULTIMINERALS MULTIVITAMINS TABLET,Dysphagia,4,1.27923832923833,3.13040690031103,1.26978802180315,7.71738840912933,4.05690839585167,TRUE,3.86876432590123,1.40489711011044,10.6536893710241,TRUE,1.64795180239326,0.100744398162884,2.60187872763459,FALSE,1.33866522867831,0.414754934304319,2.2625755230523,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMEN'S 50+,Neuropathy Peripheral,4,1.06429156429156,3.80806893850372,1.42882937178077,10.1491397970939,5.62670716479539,TRUE,4.3207232681003,1.68385895326308,11.086825011873,TRUE,1.91327264218139,0.366065237951008,2.86719956742271,FALSE,1.5244155635066,0.600505269132615,2.44832585788059,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMEN'S 50+ MULTIMINERALS MULTIVITAMINS TABLET,Coeliac Disease,4,1.25810810810811,3.19841087434744,1.21313573779353,8.4325535902109,4.04411401157477,TRUE,3.6567580198987,1.42221993504974,9.40211769400193,TRUE,1.67197508902487,0.124767684794497,2.6259020142662,FALSE,1.35590121524083,0.43199092086684,2.27981150961482,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
CENTRUM SILVER WOMENS 50 PLUS,Choking,4,0.873136773136773,4.58353669983105,2.41205717626189,8.70991321659162,9.03056133713348,TRUE,9.02660753880266,2.23230167541242,36.500283342983,TRUE,2.19879426670505,0.651586862474669,3.15272119194637,FALSE,1.71244966721836,0.788539372844369,2.63635996159235,TRUE,3,Validated,"Formulation-related choking/dysphagia, large tablet size, elderly population"
"CENTRUM ULTRA WOMEN'S (MULTIMINERALS, MULTIVITAMINS) TABLET",Foreign Body Trauma,4,0.725,5.53414405986904,2.20414076211022,13.8950973557887,10.8674887350225,TRUE,6.80892385955737,2.52050920572645,18.3936817290408,TRUE,2.46691600715952,0.919708602929142,3.42084293240085,FALSE,1.87714325221447,0.953232957840477,2.80105354658846,TRUE,3,,
CENTRUM ULTRA WOMENS MULTIMINERAL MULTIVITAMINS TABLET,Choking,4,0.748402948402949,5.34756898817346,3.03542334440419,9.4209244769736,11.5597220579244,TRUE,12.6375461936438,2.69223119510487,59.3216415019879,TRUE,2.42110109901627,0.873893694785893,3.3750280242576,FALSE,1.84984133179821,0.925931037424219,2.7737516261722,TRUE,3,,
"CENTRUM WOMEN UNDER 50 MULTIMINERALS, MULTIVITAMINS TABLET",Choking,4,0.748402948402949,5.34756898817346,3.03542334440419,9.4209244769736,11.5597220579244,TRUE,12.6375461936438,2.69223119510487,59.3216415019879,TRUE,2.42110109901627,0.873893694785893,3.3750280242576,FALSE,1.84984133179821,0.925931037424219,2.7737516261722,TRUE,3,,
"CITRACAL CALCIUM + D SLOW RELEASE 1200 (CALCIUM CARBONATE, CALCIUM CITRATE, VITAMIN D, MAGNESIUM HYDROXIDE) FILM-COATED TABLET",Dysphagia,4,0.885626535626536,4.52243990551619,1.90387723957213,10.7425322777647,8.12000360831098,TRUE,6.0042896867882,2.08345363071972,17.3037182643787,TRUE,2.17831072315039,0.631103318920011,3.13223764839172,FALSE,1.69938653747589,0.775476243101904,2.62329683184988,TRUE,3,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL CHOLECALCIFEROL + CALCIUM CITRATE COATED TABLET,Choking,4,0.997870597870598,4.01051248357425,2.00482338171721,8.02275678126224,7.16929257419605,TRUE,7.02053050833539,1.90008062492471,25.9398722201175,TRUE,2.00621338386393,0.459005979633554,2.96014030910526,FALSE,1.58701200773522,0.663101713361235,2.51092230210921,TRUE,3,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE),Choking,4,0.873136773136773,4.58353669983105,2.41205717626189,8.70991321659162,9.03056133713348,TRUE,9.02660753880266,2.23230167541242,36.500283342983,TRUE,2.19879426670505,0.651586862474669,3.15272119194637,FALSE,1.71244966721836,0.788539372844369,2.63635996159235,TRUE,3,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM COATED TABLET,Choking,4,1.12260442260442,3.56482698204117,1.71650228056139,7.4034223873752,5.75328706071156,TRUE,5.74393603440167,1.65201813558459,19.9712100349449,TRUE,1.83633831391975,0.289130909689377,2.79026523916108,FALSE,1.47161367568266,0.547703381308674,2.39552397005665,TRUE,3,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL MAXIMUM (CHOLECALCIFEROL + CALCIUM CITRATE) FILM-COATED TABLET,Coeliac Disease,4,1.04054054054054,3.86899563318777,1.47206956230089,10.1687634830441,5.88203114916981,TRUE,4.44859999692813,1.72434205693719,11.4768655401356,TRUE,1.94582328329232,0.398615879061946,2.89975020853365,FALSE,1.54648835290652,0.622578058532531,2.47039864728051,TRUE,3,Validated,"Formulation-related choking, large calcium tablet size"
CITRACAL PETITES (CHOLECALCIFEROL + CALCIUM CITRATE) FILM COATED TABLET,Choking,4,0.997870597870598,4.01051248357425,2.00482338171721,8.02275678126224,7.16929257419605,TRUE,7.02053050833539,1.90008062492471,25.9398722201175,TRUE,2.00621338386393,0.459005979633554,2.96014030910526,FALSE,1.58701200773522,0.663101713361235,2.51092230210921,TRUE,3,Validated,"Formulation-related choking, large calcium tablet size"
